review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text
220,Johnson & Johnson,Healthcare,Aplication developer,2025-11-05,5.0,Nice place to work nice pay,Nothing bad I can think of
221,Johnson & Johnson,Healthcare,"Senior manager, operations",2025-11-02,5.0,"Benefits, people, opportunities for growth",Location movement can be a challenge
222,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-09,4.0,"Real impact—projects ultimately help patients and providers. Strong benefits and wellness programs; good 401(k). Learning culture with rotations, ERGs, and solid compliance training. Smart teammates across finance, analytics, supply chain, and R&D. Stable resources and clear processes; hybrid flexibility depending on team.",Matrix org and approvals can slow decisions. Pay bands feel rigid; promotions take time. Lots of meetings; cross-time-zone coordination isn’t always efficient. Tech stack modernization is uneven across teams.
223,Johnson & Johnson,Healthcare,Snr analyst,2025-10-27,5.0,"company benefits are incredible, culture of people very very welcoming and talented. everyone always willing to lend a helping hand, minimal politics",not as competitive in salary
224,Johnson & Johnson,Healthcare,Sales representative,2025-11-03,5.0,"Company car
Market-leading technology 
Expense account","sometimes can be slow to change
Aggressive sales goals"
225,Johnson & Johnson,Healthcare,Patent manager,2025-10-30,5.0,Good benefits. Self-paced expectations. Free lunch.,Unclear growth trajectory for a niche role. Few portable skills.
226,Johnson & Johnson,Healthcare,Pharmaceutical executive sales representative,2025-11-03,5.0,great company to work for,ran out of time with product
227,Johnson & Johnson,Healthcare,Lead analyst,2025-10-30,4.0,Good established company with lots of resources,things move slow and there is alot of bureaucracy
228,Johnson & Johnson,Healthcare,Manager,2025-10-30,3.0,"Positive experience overall, but will depend highly on what team you're on",Not much to criticize imo
229,Johnson & Johnson,Healthcare,Supply chain manager,2025-09-17,5.0,Great benefits & opportunity to work within multiple groups if willing to branch out. Great programs for leadership training. Real culture of patient first principles and best practices. Leadership works to make long-range objectives clear and relatable to daily work.,"Moving up often requires moving within groups, rather than promotions within existing team. Yearly merit increases have not kept pace with inflation / cost of living last few years."
230,Johnson & Johnson,Healthcare,Senior quality engineer,2025-10-26,5.0,Lots and lots of perks and benefits. Good pay,Cant think of any coms at this time
231,Johnson & Johnson,Healthcare,Frm,2025-10-27,4.0,"-- lots to learn
-- growing portfolio","-- lots of systems getting improved
-- leadership comes from sales"
232,Johnson & Johnson,Healthcare,Clinical account specialist ii,2025-09-12,4.0,"Company Car, gas, and phone Cheap high quality Medical, dental, vision plans Plenty of resources and mentors Small yearly salary increase Pension plan","Slow career progression, typically takes about 5 or 6 years to get a promotion that increases salary Low pay in today's market Wear lots of hats, have to work more than your competitive peers for similar or lower pay"
233,Johnson & Johnson,Healthcare,Account manager,2025-10-29,5.0,"Great culture, benefits, and pay",No negative things to say
234,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-29,4.0,"It was good, liked it there",It did not pay enough
235,Johnson & Johnson,Healthcare,Site manager,2025-10-22,4.0,"15% mention after 5 years vested, $10,000 tuition reimbursement a year","Work load is decent, but not unmanageable with a good mentor"
236,Johnson & Johnson,Healthcare,Contract manager,2025-10-22,5.0,Pension is a rare benefit these days.,Typical global corporation bureaucracy and red tape to accomplish virtually any task.
237,Johnson & Johnson,Healthcare,Senior r&d engineer,2025-10-16,3.0,"Great company Great benefits, A lot of resources available","Career growth super slow, promotion process takes forever"
238,Johnson & Johnson,Healthcare,Procurement analyst,2025-08-20,5.0,"Was with J&J 25 years. I loved the culture, the Credo, the people. Work live balance is a focus in a very diverse, inclusive atmosphere. I loved my job, great benefits.","Making remote workers go into an office half the week. I'm in the north east, by team was in the south east. I worked in a research building with insufficient seating so I sat in a hallway."
239,Johnson & Johnson,Healthcare,Sfa senior financial analyst,2025-10-22,4.0,"Competitive pay & benefits, non-toxic culture",It hurts your chances if you're not from FLDP
240,Johnson & Johnson,Healthcare,Fldp analyst,2025-10-22,5.0,Work life balance and pay,Absolutely non cons with J&J.
241,Johnson & Johnson,Healthcare,Sfa senior financial analyst,2025-10-22,4.0,"Competitive pay & benefits, non-toxic culture",It hurts your chances if you're not from FLDP
242,Johnson & Johnson,Healthcare,Fldp analyst,2025-10-22,5.0,Work life balance and pay,Absolutely non cons with J&J.
243,Johnson & Johnson,Healthcare,Supply chain co-op,2025-10-15,5.0,"Great educational and growth opportunities, fantastic people, great pay, one of a kind culture (in a good way)",Can be hard to find a full-time job after a co-op
244,Johnson & Johnson,Healthcare,Pogram manager,2025-10-14,2.0,"Pays well, good benefits, great products","No loyalty to employees, no work like balance, hard to move up"
245,Johnson & Johnson,Healthcare,Senior quality engineer,2025-10-14,3.0,"Great benefits package 
Work-life balance and remote flexibility",Very little to no growth opportunities
246,Johnson & Johnson,Healthcare,Account manager,2025-10-21,3.0,"easy job, non stresful, comunicative","ipo, machine learning, automatization, sql"
247,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-16,2.0,Good benefits and time off,they will lay you off as soon as they get the chance
248,Johnson & Johnson,Healthcare,"Director, product management",2025-10-15,4.0,"Pay & Benefits, Flexibility, Varied Projects","Arrogant management, mismanagement, empire building"
249,Johnson & Johnson,Healthcare,Financial analyst,2025-10-18,5.0,Great company environment was healthy,Work remote was not ideal
250,Johnson & Johnson,Healthcare,Dishwasher,2025-10-15,5.0,very good company along with the services,No bad things very good company
251,Johnson & Johnson,Healthcare,Sales associate,2025-10-17,3.0,"Like my job, very cool environment",Organization only cares about stock holders
252,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-13,5.0,"Good pay, benefits, and equity for top performers",Highly structured and process oriented in leadership style
253,Johnson & Johnson,Healthcare,Senior manager,2025-10-16,5.0,"Good Work life balance
Exposure",Nothing too bad to highlight
254,Johnson & Johnson,Healthcare,Tech lead,2025-09-26,3.0,"Great technology, interesting people, and great pay",Very process heavy (red tape) and this can be frustrating and slow software development release cycles
255,Johnson & Johnson,Healthcare,Tpo,2025-10-14,5.0,Depends on the service line,Slow months and fast months
256,Johnson & Johnson,Healthcare,Marketing intern,2025-10-15,5.0,Great benefits and great company to work for,I don't have any cons
257,Johnson & Johnson,Healthcare,Anonymous employee,2025-09-30,4.0,Company resources and overall structuring of teams is strong,Executive decision making is seemingly flawed and disconnected from development teams. Executives who make poor decisions are not held accountable.
258,Johnson & Johnson,Healthcare,Regional manager,2025-10-11,5.0,Very highly rewarding and enabling,"very corporate structure, extremely process oriented"
259,Johnson & Johnson,Healthcare,Robotics,2025-10-13,5.0,work life balance is great,salary is not enough to cover
260,Johnson & Johnson,Healthcare,Territory sales representative,2025-09-21,4.0,"Great people to work with, great work life balance, easy day to day once you get the hang of it.","Terrible upper management, commission keeps getting lowered. No real direction from the top."
261,Johnson & Johnson,Healthcare,"Sr manager, marketing",2025-06-25,4.0,"First of all, most of the people are really smart, ambitious, and nice. They want to do good work and they care that the work they do has a bigger purpose. I am fairly well compensated, benefits are good, and there are a lot of perks. I really believe in the vision of our new leaders.","J&J is big and complicated. If you think you know how to work in a complicated environment, they take it up a couple of levels. They also don't really believe that anything you did before J&J matters, so there is a bit of arrogance about the J&J way versus benchmarking other solutions. Because of these two factors, they lost their competitive edge and now have programs in place to get back to a leading position."
262,Johnson & Johnson,Healthcare,Staff software engineer,2025-09-18,4.0,"Really good manager, difficult position, and very high pay. I did a took home assessment and many online assessments that were very difficult. Try to get this one if you can. Good benefits.",Was put on a pip for over 1 year. Then got laid off.
263,Johnson & Johnson,Healthcare,"Director, strategy",2025-10-03,4.0,Good pay and medical benefits,Leadership not always consistent on company values
264,Johnson & Johnson,Healthcare,Principal engineer,2025-10-14,1.0,"Salary is decent, benefits are comparable for area",Very disorganized engineering organization. Lots of people leaving and positions not backfilled. Asking more of employees while taking away benefits like summer hours.
265,Johnson & Johnson,Healthcare,Sr director - human resources,2025-10-09,4.0,Its the Harvard of HR training,too much JnJ Nice culture.
266,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-09,4.0,Great team dynamics with resources,Sometimes leads to excess churn
267,Johnson & Johnson,Healthcare,Case manager,2025-08-08,2.0,Great benefits. They have great policies and procedures.,Poor management in the PSC Johnson & Johnson. They have no knowledge on how to run a pharmacy hub. They are unorganized and they throw unrealistic work on the employees. People call out every day due to the stress from management. They don’t investigate or hold leadership accountable. Disability employees are not respected and denied resources to allow them to be successful. Not an equal opportunity work place
268,Johnson & Johnson,Healthcare,Senior financial analyst,2025-10-06,4.0,Mindful for Work Life balance,Slow and too stuck in processes
269,Johnson & Johnson,Healthcare,Sales consultant,2025-10-05,5.0,great benefits and take care of employees,hard work life balance at times
270,Johnson & Johnson,Healthcare,Sales representative,2025-10-02,5.0,treated me fair and comp was great,territory was a little to large
271,Johnson & Johnson,Healthcare,Lead full stack developer,2025-10-06,5.0,"People are nice, Warm & welcoming",HR system - no assigned HR
272,Johnson & Johnson,Healthcare,Gold associate,2025-10-01,4.0,- Opportunity to expereince three new jobs and network across the company,- Have to move around every 9 months
273,Johnson & Johnson,Healthcare,Senior scientist,2025-10-06,3.0,N/A good work life balance,N/A growth needs to be considered
274,Johnson & Johnson,Healthcare,Principal scientist,2025-09-17,4.0,"If you are in a department that is not early discovery, you will probably have good work life balance.","Within drug discovery though, the workload can be unmanageable at times."
275,Johnson & Johnson,Healthcare,Customer service representative,2025-10-02,5.0,"Good hours, nice work life balance",Not any that I can thin of for now
276,Johnson & Johnson,Healthcare,Senior software egnieer,2025-10-02,5.0,"benefits, culture, cool tech and work life balance",deadlines could be tight sometimes
277,Johnson & Johnson,Healthcare,Advanced data scientist,2025-09-27,5.0,"Great culture, very friendly staff, and great scope for work","Barely anyone works during November and Dec,"
278,Johnson & Johnson,Healthcare,Administrator,2025-09-09,3.0,Pay is good along with flexible work arrangements,Management is young and cannot relate to older generation of employees.
279,Johnson & Johnson,Healthcare,Team lead,2025-09-26,5.0,Good work life balance overall,Moving up can be a bit challenging since you rely heavily on networking rather than skills.
280,Johnson & Johnson,Healthcare,Reimbursement specialist,2025-09-29,3.0,"Higher pay than average in field, good benefits","Difficult to schedule PTO, very limited opportunity for growth"
281,Johnson & Johnson,Healthcare,Talent acquisition,2025-09-08,5.0,"The culture at J&J is the best I've ever worked at. We're all here for a purpose, to make life better for people, and it shows.","It is a very big company, and has many processes, but this is normal in any multinational."
282,Johnson & Johnson,Healthcare,Engineering technician,2025-09-21,4.0,Good schedule. Off every other weekend.,Cold and dark environment. Older machines at some work stations.
283,Johnson & Johnson,Healthcare,Key account specialist,2025-09-30,4.0,Total account logistics support and advancement.,Not to many opportunities for career development.
284,Johnson & Johnson,Healthcare,Anonymous employee,2025-09-25,4.0,"Good benefits, consistent and safe.",Can be tough to climb the later without politics and putting years in.
285,Johnson & Johnson,Healthcare,Program delivery manager,2025-09-29,4.0,"Good benefits, great people and company",Do not follow their own credo
286,Johnson & Johnson,Healthcare,Senior robotics engineer,2025-09-30,3.0,"Work life balance, a lot vacations",Not good for career growth
287,Johnson & Johnson,Healthcare,Lead site manager,2025-09-20,4.0,Great benefits and team Interesting trials,New leadership doesn’t care about employees More and more admin work
288,Johnson & Johnson,Healthcare,Field reimbursement manager,2025-07-24,5.0,"I love working for J&J for multiple reasons. I enjoy that J&J has adapted as a large company to the demands of a modern workforce while keeping some of the tried and true cultural elements of a mature company. For example, incredibly generous time off, instead of ""unlimited PTO"". Territories are not unusually large for field teams and they are growing their patient support options through acquisitions of patient support hubs. The different teams work hard to make sure folks in different functions are supported. Such as national contracts are in place quickly and we feel the results downstream on a local level, or we can reach out to people in different functions to have candid conversations about what isn't happening that we've been told to expect. There's a great amount of partnership that's possible if you're willing to reach out. That part of the company culture is great to be a part of.","While the company has made huge strides by purchasing the PSC (Patient Service Center) and integrating the company's personnel as J&J employees, they are a sub par hub with training lapses. Many of the interactions I have with them lack accountability and professionalism. I think this hub would benefit from a different model and increased incentivization to perform at a higher level for patients. I worry what patients experience when relying on the PSC for information regarding their treatments and I often do not feel our hub counterparts are genuinely our partners who understand the responsibility they have to produce results for patients."
289,Johnson & Johnson,Healthcare,Sound engineer,2025-10-01,4.0,Good Support Intent Review Control,Persistent Demanding Heavy Hourly Full time
290,Johnson & Johnson,Healthcare,Junior operations manager,2025-09-07,4.0,"1. Strong Company Culture & Values The company’s Credo—its foundational set of ethical principles—drives a culture rooted in purpose, inclusivity, and innovation. Employees consistently highlight how this culture fosters engagement and a meaningful workplace.",Bureaucracy & Organizational Red Tape Variability by Team or Manager
291,Johnson & Johnson,Healthcare,Clinical account specialist,2025-09-22,5.0,"Small territories, great benefits, engaging work.",Last to PFA market having to play catch up
292,Johnson & Johnson,Healthcare,Senior director,2025-09-18,4.0,There are great benefits and flexibility.,There are limited career growth opportunities compared with peer companies. Salaries aren't keeping up with inflation
293,Johnson & Johnson,Healthcare,Coop student,2025-09-22,5.0,Could not have had better people,"Less pay 
Less benefits 
Nothing else"
294,Johnson & Johnson,Healthcare,Operations manager,2025-09-13,4.0,They hybrid environment provides a great place to work and have work-life balance,It’s harder to get promoted because of the matrixes environment
295,Johnson & Johnson,Healthcare,Sales consultant,2025-09-22,4.0,Pension plan and benefits are good,Hours and being on call is difficult
296,Johnson & Johnson,Healthcare,Medical science liaison (msl),2025-03-10,2.0,It’s a job. There is decent market stability,"Comparative to the market, the compensation package is Mediocre for their asks. Salary ends up being much less than they state, after considering: uncompensated industry-standard reimbursement, excessive taxing of anything they consider a benefit and the 3 year cliff on the total package comps (stocks, match, etc). The company normalizes checking emails and answering texts during vacation. Always on culture, no downtime between conferences and field work. The company recently changed metrics and treats the MSL team like sales— prioritizing specific sales focused data. They have every TA team working with the same data and having the same targets. There is excessive priority given to ‘falling in line’ over skills and talent. Be ready to give up your life meeting the job demands for ungrateful leadership. The organization operates like a private high school sports team. Sure, there a few good players here and there, but most of them are C players with a superiority complex. This is a culture of mediocrity and stagnation."
297,Johnson & Johnson,Healthcare,Engineer,2025-09-21,4.0,"Positive work environment, good mentorship","Hard to say, just not very fast-paced"
298,Johnson & Johnson,Healthcare,Senior scientist ii,2025-08-26,4.0,"Great workplace, salary, benefits, and work life balance.",Need to adapt to rapidly evolving scientific field to hit deadlines.
299,Johnson & Johnson,Healthcare,Anonymous employee,2025-09-17,5.0,J&J supports work life balance.,There is organizational complexity that causes inefficiencies
300,Johnson & Johnson,Healthcare,Sales associate,2025-09-15,5.0,None at all really at all,Everyone works at a really fast pace
301,Roche,Healthcare,Global d&i manager,2025-11-07,5.0,Amazing 401k match plus more.,You have to be willing to relocate to Switzerland to be successful as you continue to advance past the Sr. Manager level.
302,Roche,Healthcare,Business development,2025-11-12,1.0,"Culture was good, polite and respectful, work and the science was very interesting and pay was good","Even by European standards, Roche is more poorly run than most European companies. Very very political and woke, nothing is based on merit."
303,Roche,Healthcare,Clinical data manager,2025-10-01,1.0,"Good benefits, PTO, unlimited sick time","Roche Tissue Diagnostics really underpays in multiple roles/functions/levels. It's actually embarrassing coming from a top-tier big pharma company. I'm getting poached by recruiters for a CDM and PM role (two) at very low hourly rates. It's shocking how low these rates are considering the responsibilities for the role itself. I know firsthand what encompasses the daily life/work involved and it's wearing 'multiple hats' nonstop in very fast-paced deliverables and multiple projects, including in-house studies. So these low $30/hr rates for a CDM is not OK and is not industry-standard."
304,Roche,Healthcare,Marketing manager,2025-11-01,4.0,"Compensation, Work Life Balance, Family oriented",Reorganizations affecting positions and not competitive products
305,Roche,Healthcare,Software engineer,2025-07-19,3.0,"They have instituted the Roche European culture, in that the rules and training emphasize good teams, good behaviour, inclusiveness. Good remuneration. Apolitical.","Management comes out of Europe, so expect to reach a limit on your role if you can’t move easily. The old guard runs the location, so you have to be careful to stay on the right side of everyone. Expect to be delivered reorganizational news with little to no notification, and although I mentioned adopting European values, this does NOT apply to your US employment which remains at-will, so those European and global decisions will be applied without a second thought. Don’t expect your loyalty or at least commitment to count for anything but dollars."
306,Roche,Healthcare,Senior field applications scientist,2025-10-21,5.0,-better benefits than most U.S. companies -good work-life balance -good pay in the U.S.,"-A lot of restructuring continues to happen. U.S. Org-wide restructure is taking over a year -Large org = outdated, time consuming processes"
307,Roche,Healthcare,Intern,2025-10-28,2.0,Large campus and big company,Not enough intern activities or an intern program
308,Roche,Healthcare,Associate,2025-10-27,3.0,pretty good culture everyone is friendly,not very challenging to be honest
309,Roche,Healthcare,Sales,2025-10-15,5.0,"collaborative, reasonable and smart science",promotions can be hard if you don't want to move to home office
310,Roche,Healthcare,Anonymous employee,2025-09-26,5.0,"Very ambitious goals, motivated employees, people care, flexible hours, supportive leaders","Can be stressful with such ambitious goals, sometimes feels like quantity over quality. Pay isn’t competitive, hard to retain good talent"
311,Roche,Healthcare,Sr. software engineer,2025-10-15,4.0,work life balance and work atmosphere,pay is not good and almost no stocks
312,Roche,Healthcare,Research analyst,2025-10-17,3.0,good community with lots of experts,could be unstable due to current changes
313,Roche,Healthcare,Anonymous employee,2025-10-07,4.0,"Really good benefits and if you have a. Good boss and team, it’s a great palce to work",Sometimes rigid and not open to change
314,Roche,Healthcare,Research scientist,2025-10-14,5.0,"WLB, good science, great location, good people","Not well run, too many projects"
315,Roche,Healthcare,Account executive,2025-09-30,5.0,"Benefits, job security, if you have a great manager, this is a great place to work, great work life balance",some managers make working for them impossible
316,Roche,Healthcare,Associate operating manufacturer,2025-07-25,2.0,"Cool people, easy work, good hours. only good benefits if you get off contract and become a roche employee (only happens if you have a family member apart of managment or in a supervisor role)",Lack of engineering support depending on area of service. Not good benefits as contractor. Poeple deserving of Roche positions get overlooked on a regular basis for people related to managment until their contract expires and they get fired. No notice of contract expiration or extension.
317,Roche,Healthcare,Anonymous employee,2025-08-12,4.0,Mission. Purpose. Competitive compensation and benefits.,"Toxic leaders are tolerated. P&C interventions for abusive leaders are minimal/ineffective. If you have a toxic manager, there really isn't anything you can do about it other than move to another team or leave the company. Career progression is limited (because most people stay at Roche for a long time, there aren't many openings higher up)."
318,Roche,Healthcare,Anonymous employee,2025-10-07,5.0,Great company that looks at long term strategy,I dont have any cons
319,Roche,Healthcare,Anonymous employee,2025-10-03,3.0,Benefits are good compared to other places,"Politics, financial stress to make more profit"
320,Roche,Healthcare,Sr. software engineer,2025-09-29,4.0,"good work life balance and good working culture, not toxic at all",pay is not comparable in the bay
321,Roche,Healthcare,Communications manager,2025-10-14,1.0,A couple of good people in the mix.,Really backwards environment to work in.
322,Roche,Healthcare,Systems engineer,2025-09-18,5.0,"Cutting edge tech, great team, great benefits, crazy good health insurance in particular","Long hours, pay is probably average, not bad, just not amazing"
323,Roche,Healthcare,Manager,2025-09-20,4.0,Great healthcare benefits with competitive salary and incentive plans,Difficult to find a work life balance Continuous organizational changes
324,Roche,Healthcare,Senior cloud solutions engineer,2025-09-23,5.0,best work life balance here.,no cons development might be slow.
325,Roche,Healthcare,Anonymous employee,2025-09-11,4.0,"Meaningful work, smart colleagues, decent stability, interesting to see interplay between Roche family companies",Some systems still catching up to scale. Hierarchical (in line with other large companies)
326,Roche,Healthcare,Customer service,2025-09-02,4.0,The people are super nice. Company culture is very supportive. Low level management will help you get on track if you are struggling. Great benefits.,They have large layoffs every once in a while.
327,Roche,Healthcare,Sr. laboratory technician,2025-09-09,5.0,Big company with structured procedures and leadership. Good entry level position,Mundane lab work. Just follow the recipes
328,Roche,Healthcare,Director,2025-09-14,4.0,Great portfolio and great teams,Always pivoting and posturing with little risk taking
329,Roche,Healthcare,Senior scientist,2025-09-06,4.0,"really good work/life balance, but it depends on the team",minimal agency in program direction
330,Roche,Healthcare,Senior software engineering manager,2025-05-22,3.0,Great mission and impact in the healthcare space. Intelligent and mission-driven peers in technical and scientific roles. Good benefits and work-life balance in most departments.,"Leadership often feels disconnected from the realities on the ground, especially in software and digital health teams. Decision-making is bureaucratic and risk-averse, which slows down innovation. Engineering culture lacks the agility and modern practices found in comparable companies. Promotions and recognition heavily favor tenure and politics over impact and initiative. Cross-functional alignment is poor — silos between business, product, and engineering make collaboration frustrating."
331,Roche,Healthcare,Senior software engineering manager,2025-05-22,3.0,Great mission and impact in the healthcare space. Intelligent and mission-driven peers in technical and scientific roles. Good benefits and work-life balance in most departments.,"Leadership often feels disconnected from the realities on the ground, especially in software and digital health teams. Decision-making is bureaucratic and risk-averse, which slows down innovation. Engineering culture lacks the agility and modern practices found in comparable companies. Promotions and recognition heavily favor tenure and politics over impact and initiative. Cross-functional alignment is poor — silos between business, product, and engineering make collaboration frustrating."
332,Roche,Healthcare,Applications engineer,2025-08-10,4.0,"Work from Home, so you can make your own schedule and work load when necessary.","When no work is available or needed, its fawned upon to be home doing administration work. You should call you RSM to see who needs help and travel out of your territory to do their work."
333,Roche,Healthcare,Investigator,2025-09-03,4.0,"Benefits, Diversity, Cafeteria, Growth, Opportunities","Low pay, Location, Open office space concept,"
334,Roche,Healthcare,Associate director,2025-08-27,3.0,"Solid products, improved reputation in the market",Job security has become nonexistent. Current US CEO manages the business via spreadsheet. Completely out of touch with employees.
335,Roche,Healthcare,Field service engineer,2025-08-08,4.0,"Perks, Pay, Job traveling, great amount of knowledge in the industry.","Not for everyone, unplanned long days, need to be flexible, and have effort. Not a job you can coast by in. They also don't look at the field employees as the priority over other positions."
336,Roche,Healthcare,Anonymous employee,2025-08-31,3.0,"Great benefits, collaboration, inclusiveness and diversity.","Execution barriers, lack of feedback, work early am hours, slow career growth"
337,Roche,Healthcare,Anonymous employee,2025-09-01,5.0,Established pharma with mature processes,Matrixed organization with overly complex structure
338,Roche,Healthcare,Cybersecurity analyst,2025-07-14,5.0,"- You will work with very talented, bright people who are working on healthcare solutions for the present and future. - Great pay, excellent benefits, professional environment, and mostly good management.","- It is a large company, so bureaucracy is real and change can be slow (especially if you are accustomed to a start-up environment). - Like most large companies, there are occasional restructuring / RIF cycles."
339,Roche,Healthcare,Technical lead,2025-08-19,5.0,"Very positive work culture, great benefits, fulfilling work",Pay is somewhat lower than similar job positions at other companies
340,Roche,Healthcare,Quality assurance specialist,2025-08-05,4.0,"Some depts are good, some bad, depends on the workforce",No effort to grow lower levels like line workers
341,Roche,Healthcare,Field applications specialist,2025-08-13,3.0,GREAT experience in training on different platforms,alot of work that is not included in the official training
342,Roche,Healthcare,Field operations,2025-08-14,4.0,Great company but not enough new products,Stock price is suffering and hence little equity return
343,Roche,Healthcare,R&d engineer,2025-05-14,2.0,Big company lends to learning about all different roles. People are generally great,"One or two people can ruin an entire organization with how they lead. I’m amazed what has happened at Roche these last several years and what is allowed to go on. Harassment, hostile work place, poor leadership, not much support, favorites and subjective reviews."
344,Roche,Healthcare,Senior r&d manager,2025-06-14,5.0,"Highly skilled workforce, especially if you expand your network outside of your particular work site. European headquartered company brings much greater emphasis to valuing their employees professional growth and work/life balance than the typical Silicon Valley employer.","Fairly siloed (Research/Development/Manufacturing/Customer Support/Sales/Marketing), and can be difficult getting to know who the key players are and what they do. Lots of process that can bog projects down. Changing/unclear business strategies can add unnecessary years on to projects."
345,Roche,Healthcare,Associate technical support specialist,2025-07-08,5.0,The work life at the company was great. the headquarters are beautiful The employees all seemed happy to be there,If your a contractor the job stability isn't great. But for full times employees it seems like it had a lot of awesome benefits
346,Roche,Healthcare,Project manager,2025-08-11,4.0,Good team supportive leadership innovative,"work life balance, high pressure"
347,Roche,Healthcare,Principal data scientist,2025-05-19,5.0,"* Flexible Work Environment: Remote and hybrid options, adaptable hours. * Long-Term, Stable Projects: Engage in multi-year initiatives with clear roadmaps. * Research Freedom: Ample room for scientific exploration and hypothesis-driven work. * Growth Beyond Your Role: Opportunities to take on new challenges outside your core assignment. * Comprehensive Benefits: Excellent health, retirement, and wellness programs. * Generous Severance Package: Strong support in the event of organizational changes.",* Compensation Gap: Base salary and equity may trail top-tier tech firms. * Comfort-Zone Risk: Stability can breed complacency unless you proactively seek stretch assignments or new roles.
348,Roche,Healthcare,Data manager,2025-07-30,4.0,"Good salary and benefits 
Very good team of people",Work life balance not same for all departments
349,Roche,Healthcare,Scientist ii,2025-07-29,5.0,Lots to learn and grow while contributing,Need to be a self started with minimal guidance
350,Roche,Healthcare,Validation engineer,2025-07-28,5.0,"Great pay, benefits, and work environment.",The hiring process is slow.
351,Roche,Healthcare,Hr specialist,2025-07-04,5.0,"he people at Roche are kind, collaborative, and always willing to help. Strong team culture and supportive environment. Opportunities to learn from experienced and knowledgeable colleagues.","Workload can be very high, leading to stress and long hours."
352,Roche,Healthcare,Anonymous employee,2025-06-17,4.0,"Great benefits, great culture, good work environment",Current US Diagnostics leadership is arrogant and it's all about reducing costs even though sales are strong
353,Roche,Healthcare,Senior scientist,2025-07-18,5.0,Great work and life balance,Too often changes of directions
354,Roche,Healthcare,Senior medical director,2025-07-17,4.0,Great culture and fun people to be around,Constant transformation and job security
355,Roche,Healthcare,Project manager,2025-07-13,5.0,Great benefits and good teams.,Bureaucracy can get in the way of progress sometimes.
356,Roche,Healthcare,Director,2025-07-08,3.0,"Salary, benefits and working conditions are above average",work life balance is not good. Expectation is to work 24/7
357,Roche,Healthcare,Sre/devops engineer,2025-07-13,1.0,Used to be a good company to work for,"Politics , Politics , Politics. WLB -- what is that , Managers grinding employees to the ground and had to fire to keep getting sued"
358,Roche,Healthcare,Sr. mechanical design engineer,2025-05-19,4.0,Teams are all really great people excited to work on an innovative product Complex product means always something to learn Teams are growing more people to help with projects,"Complex product also means always lots of problems As integrating fully into roche some speed bumps with changing software systems, quality systems"
359,Roche,Healthcare,Data analyst,2025-06-13,5.0,I loved working here. Everyone was so kind and welcoming. Really want to make a difference.,The work remotely policy was not what I preferred.
360,Roche,Healthcare,Site head and lead director,2025-06-22,4.0,Extensive employee benefits beyond medical,"Excellent mission and business, very positive place to work"
361,Roche,Healthcare,Anonymous employee,2025-06-06,4.0,opportunities are there you have to seek it and network,overall pay is less for the bay area (but that may be all non-tech jobs)
362,Roche,Healthcare,Anonymous employee,2025-05-08,5.0,"Roche cares about being innovative, with new technology, and being ahead of the competition. It will fund these projects, and equip them with top talent.","It is a large organization, with competing and conflicting agendas. Departments have to fight for resources and priority."
363,Roche,Healthcare,Field engineer specialist,2025-05-23,5.0,-lots to do -can spend work days at home when not busy -company car,-can be very long days -on-call work can be very tiring -thankless field -starting to cut costs anyway they can
364,Roche,Healthcare,Executive assistant,2025-06-10,5.0,Great workplace culture and benefits,Decision making upper level management
365,Roche,Healthcare,Anonymous employee,2025-05-20,1.0,"Benefits are superb, pay is subpar compared to other local businesses.",Management is non existent. Diversity and inclusion are a joke. They will work you everyday without any consideration for your home life then discard you when they no longer can afford your salary.
366,Roche,Healthcare,Senior project manager,2025-03-02,4.0,It's an excellent place to learn. Great travel opportunities. Bonuses can easily exceed the target if the company has a good year. Good stability and work/life balance. Awesome health insurance and other benefits.,"The PM role is more administrative than leading, and it shows. Easy to be pigeonholed, as roles are highly specialized. For the same reason, it can be hard to grow. The usual office politics, though not as bad compared to other places."
367,Roche,Healthcare,National business manager,2025-05-09,5.0,"The product portfolio is strong, opportunities to move cross-franchise and BU afford upward mobility to those who are driven, well networked, and successful. Great organization, excellent benefits.",Pay is at the median for the industry.
368,Roche,Healthcare,Staff software engineer,2025-05-30,3.0,Long term projects and benefits were good,nothing specific to mention in my personal experience
369,Roche,Healthcare,Scientist,2025-05-31,4.0,Healthy working environment and team engagement.,Slow career progression; not a lot of career planning support.
370,Roche,Healthcare,Associate scientist,2025-05-28,5.0,Great work life balance. Good people. Good management.,Pay could be better but wasn’t bad.
371,Roche,Healthcare,Associate scientist,2025-05-28,5.0,Great work life balance. Good people. Good management.,Pay could be better but wasn’t bad.
372,Roche,Healthcare,Field service engineer,2025-05-28,3.0,"Benefits, pay, co-workers are nice and helpfull.","no work-life balance, a lot of overtime."
373,Roche,Healthcare,Director,2025-04-30,5.0,Given freedom to do my job. Well supported.,Sometimes change slow to occur.
374,Roche,Healthcare,Anonymous employee,2025-06-26,1.0,"None, absolute nightmare. Please beware.",Beware this company! A complete nightmare!
