review_id,company_name,industry,job_title,location,employment_status,review_date,overall_rating,rating_work_life_balance,rating_culture_values,rating_compensation_benefits,rating_career_opportunities,rating_senior_management,headline,pros_text,cons_text,advice_to_management,helpful_count,url
236,AECOM,Infrastructure,Data scientist,,,2025-09-26,4.0,,,,,,,Good People to work with,less pay than tech companies,,,
237,AECOM,Infrastructure,Environmental engineer,,,2025-09-14,3.0,,,,,,,Good work life balance with adequate work load,No promotion since I joined AECOM (5 yrs) even with exceptional performance evaluation every year,,,
238,AECOM,Infrastructure,Electrical engineer,,,2025-09-09,4.0,,,,,,,Alot of different projects and be exposed to variety of work,"Sometimes long hours, but if you love the fast pace environment you can really grow here",,,
239,AECOM,Infrastructure,Entry level civil engineer,,,2025-09-16,2.0,,,,,,,Had a very team manager and team mates were good,laid of due to cost cutting all of sudden,,,
240,AECOM,Infrastructure,Marketing,,,2025-07-27,3.0,,,,,,,"As an employee with AECOM you have exposure to vast array of projects and services. Opportunity to work across business lines and work on global projects. I did work a lot of hours, but I was also offered flexibility to care for family needs.",Several managers are not held accountable for bullying employees as outlined in Code of Conduct Handbook. The cost of benefits is marginal. The pay is lower compared to competitors.,,,
241,AECOM,Infrastructure,Instrumentation engineer,,,2025-08-28,4.0,,,,,,,Worked for Brown &Root many years in Mobile AL until they closed the local office,did not want to move from local office location,,,
242,AECOM,Infrastructure,Anonymous employee,,,2025-09-03,2.0,,,,,,,"Hybrid WFH policy; 3 days in/2 days out, and company-provided laptop","Interior design is corporately not considered a professional practice, resulting in hourly pay until licensure, with limited PTO",,,
243,AECOM,Infrastructure,Environemntal scientist,,,2025-07-03,2.0,,,,,,,Good entry for post college students.,"While the company presents itself as committed to diversity, that commitment isn’t always reflected in practice. There are also concerns around the safety of field staff, particularly newer employees who are often sent into challenging and unsafe environments without adequate training or support. Additionally, the organizational culture can be heavily influenced by internal politics, with advancement often favoring those aligned with established networks rather than merit alone.",,,
244,AECOM,Infrastructure,Environmental planner,,,2025-08-25,5.0,,,,,,,I learned a lot and had space to grow. I enjoyed working with the Honolulu team.,Limited field work for a planner position.,,,
245,AECOM,Infrastructure,Civil engineering,,,2025-08-25,4.0,,,,,,,More access to projects than smaller companies,Difficult to get raises out of yearly cycle,,,
246,AECOM,Infrastructure,Civil engineer i,,,2025-06-29,3.0,,,,,,,"Diversity of projects, able to transfer departments easily, FTO policy","Not valued as a person, you're just a number, not a lot of training, any training you do must be made up with billable hour time",,,
247,AECOM,Infrastructure,Roadway engineer,,,2025-08-21,5.0,,,,,,,The GP2W really meant here.,"Insurance, you will end up pay more than other companies,",,,
248,AECOM,Infrastructure,Associate program manager,,,2025-08-15,3.0,,,,,,,great Project diversity. easy transfer within teams,Visibility is difficult cause of the company size,,,
249,AECOM,Infrastructure,Transportation planner,,,2025-07-28,4.0,,,,,,,A large variety of high-value work,A large corporate entity with bureaucratic hurdles,,,
250,AECOM,Infrastructure,Environmental engineer ii,,,2025-08-08,3.0,,,,,,,Can try something new all the time,"Competitive, lots of bureaucracy, busy season is busy and it’s hard to maintain a work life balance",,,
251,AECOM,Infrastructure,Mechanical engineer 2,,,2025-08-17,3.0,,,,,,,big company big opportunity s,easy to overlook and a lack of support from higher-ups,,,
252,AECOM,Infrastructure,Digital solutions manager,,,2025-04-02,4.0,,,,,,,They pay very well - as long as you are charging those billable hours.,"True story - as a technology consultant who is constantly included on proposals, I am expected to be knowledgeable on the latest technologies and methodologies related to my industry. In addition, I am constantly trying to innovate with the newest software. I asked for a few hours a week to investigate / perform R&D to keep up with changes in technology. My Mgr. told me ""no"" so I went up the chain and finally met with the DOO for the company. He told me to ""innovate on my own time"", because I am only here at AECOM for one reason - ""to bill hours and make the company money"".",,,
253,AECOM,Infrastructure,Senior civil engineer,,,2025-08-05,4.0,,,,,,,Cheap benefits due to large company Discount stock purchase,Large company Less feedback from uppper management,,,
254,AECOM,Infrastructure,Engineer,,,2025-07-03,3.0,,,,,,,Access to large and interesting projects. Technical workers are very good. Reasonably flexible on where to work from. Typical benefits.,Large company so individual contributions are not acknowledged much. Pay is on the lower side and it's nearly impossible to promote from within since higher levels are nearly always external regardless of in-house experience.,,,
255,AECOM,Infrastructure,Construction project manager,,,2025-08-08,4.0,,,,,,,Some parts are less stressful,"No bonus, no monthly company meal",,,
256,AECOM,Infrastructure,Project engineer,,,2025-05-18,1.0,,,,,,,Aecom seems to win and have Interesting projects across the country.,Horrible management. Poor IT and lacking in technology. It takes months to resolve IT issues and get new software installed. The removal of PTO and accrual of time off has created an unethical environment. There is a lot of pressure for staff to maximize their utilization. Staff are discouraged to bill to overhead and overcharge their hours on projects and will occasionally load up with overtime hours to meet their billable target goals. There is no training and no support from management to encourage growth and independence in your career.,,,
257,AECOM,Infrastructure,Civil engineer i,,,2025-07-09,4.0,,,,,,,"Taught me all the skills I need for a transportation civil engineer focused on roadway drainage. Work from home 2-3 days a week. Work 4, 9 hour days with one, 4 hour day. Sometimes work 4, 10 hour days",Sometimes have to work 50+ hours for months,,,
258,AECOM,Infrastructure,Senior data analyst,,,2025-08-03,4.0,,,,,,,"Work from Home
Visibility 
Diverse Projects","Bureaucratic hierarchy 
Company too big
Not technological enough",,,
259,AECOM,Infrastructure,Transportation planner,,,2025-07-24,4.0,,,,,,,"Lot of great projects, easy to get engaged with other business lines and offices",Really not much pay advancement even after becoming project manager,,,
260,AECOM,Infrastructure,Senior environmental planner,,,2025-07-02,1.0,,,,,,,"International firm, room to move offices.","Everything else. This company is absolutely atrocious and I would never recommend working for them. They do not care about work life balance, you are just a number and billable hours is their only concern. They micromanage, do not provide appropriate work opportunities, then you get scolded for it.",,,
261,AECOM,Infrastructure,Designer,,,2025-06-05,3.0,,,,,,,"Large company, high-profile projects, reasonable working hours, and modern office space with standing desks.",- Work life quality heavily depends on your direct manager; limited company-wide oversight. - Lack of formal review or feedback system for team managers. - Frequent changes in immigration law firms create stress for foreign employees. - No H-1B sponsorship for new graduates in the first year; green card sponsorship is increasingly difficult.,,,
262,AECOM,Infrastructure,Project engineer,,,2025-07-02,4.0,,,,,,,-Large Network -Competitive Pay -Opportunity to work on a wide variety of unique projects,-Top heavy in the upper management department -Want you to move frequently often for lateral moves,,,
263,AECOM,Infrastructure,Sr. project manager/ program manager,,,2025-07-30,4.0,,,,,,,Bountiful career path options. Excellent cross-business coordination.,Big wheels sometimes turn slow.,,,
264,AECOM,Infrastructure,Electrical engineer,,,2025-07-22,5.0,,,,,,,Great benefits like 401k match and company stock option program.,Managers aren't on the same projects which can lead to inaccurate yearly reviews.,,,
265,AECOM,Infrastructure,Intern,,,2025-07-31,5.0,,,,,,,Good work life balance and team,Work gets a bit slow sometimes,,,
266,AECOM,Infrastructure,Project accountant,,,2025-05-05,1.0,,,,,,,Colleagues were a pleasure to work with,"If you are not hired as a billable employee, you are treated like dirt. Every week you are worrying if they are going to outsource your role and pay someone in the Philippines to replace you, even if/when the quality of work will drop exponentially. Yearly increases were miniscule, they did not keep up with cost of living. The company nickels and dimes everything, there is zero thought given to how morale is in the toilet or how to improve it. The happiest day of my life was when I walked out the door on my last day.....",,,
267,AECOM,Infrastructure,Project manager,,,2025-08-01,3.0,,,,,,,Variety of projects is good.,limited growth. not much mentoring.,,,
268,AECOM,Infrastructure,Environmental scientist,,,2025-07-22,5.0,,,,,,,Wide variety of experience in PA and NJ,work life balance could be better and lots of driving,,,
269,AECOM,Infrastructure,Hr director,,,2025-07-08,4.0,,,,,,,Tons of opportunities to learn and grow,Sometimes the left hand didn't know what the right hand was doing.,,,
270,AECOM,Infrastructure,Fire protection engineer,,,2025-04-03,5.0,,,,,,,"I will say that I think a big part of the reason I like my job a lot is because my boss is so great. He's very flexible, understanding, and supportive. I don't have many day-to-day complaints. But please note that I'm a small fish in a huge pond and if there are problems higher up I don't really see them or care about them honestly.","Typical 'big company' issues, like lack of standards (just because it would be so hard to enforce standards among so many people), annoying corporate training videos, no bonuses. But that's just what you sign up for when you work for a larger company.",,,
271,AECOM,Infrastructure,Economist,,,2025-04-30,3.0,,,,,,,"Strong reputation and well-respected firm; widespread global and regional brand recognition with notable contemporary projects lays foundation for winning new work (particularly large and exciting proposals); having all of the practice areas related to urban development and critical infrastructure under one roof creates opportunities for cross-company collaborations and an easy sell to clients looking to address multi-faceted issues that span disciplines; the firm’s geographical market reaches into almost every corner of the world, often allowing for unique work travel opportunities and/or flexibility to temporarily work remotely in other AECOM offices (team workflow and needs permitting); sometimes viewed as thought leaders in certain fields, practice areas, and issues; great standard benefits and ESPP and company match programs","A firm of this size in any field is going to have a number of growing pains, and these growing pains often fall hardest and mostly on the billable staff of the company; historical company growth occurred mostly through acquisitions of regional practices in various fields related to infrastructure and development, which is great strategy for rapid growth but not so great for building a united workplace culture—there is the added challenge of strong legacy cultures and traditions which can be enriching, but ultimately create additional barriers to truly feeling like one united company; it’s actually quite difficult to nurture authentic and effective collaborations across practice areas and teams in different regions that are impactful and meaningful to individual employees’ and/or collective skills building (especially for client work where cost efficiency is prioritized); unrealistic expectations for billable hour percentage targets; company-wide, the allocation of work hours toward critical employee-centric overhead areas such as marketing/new prospects/networking, training and skills development, and of course workplace and team culture; the company is publicly traded, so increasingly lots of pressure on cost efficiency and billable hours which can be intense when contingencies are taken away and billability expectations change",,,
272,AECOM,Infrastructure,Mechanical engineer iii,,,2025-07-19,4.0,,,,,,,"good culture, people are nice",pay is too little. but this is not a well paid industry.,,,
273,AECOM,Infrastructure,Business transformation consultant,,,2025-06-20,3.0,,,,,,,*Low Stress *Positive long-term sustainability goals,*Inexperienced in management consulting *Work is limited primarily to State and City projects,,,
274,AECOM,Infrastructure,Gis specialist,,,2025-07-14,3.0,,,,,,,"Flexible WFH policy
Unlimited PTO
Great WLB
Stable - no layoffs","Low pay
Limited personal growth",,,
275,AECOM,Infrastructure,Talent acquisition,,,2025-07-09,5.0,,,,,,,"Competitive salary, great company culture and clear pathways for development",Matrixed organization which can add to complexity,,,
276,AECOM,Infrastructure,Senior structural engineer,,,2025-06-02,1.0,,,,,,,Expansive bridge projects of all types. Only a company of this size is able to perform massive projects.,The size of the projects and the number of scoping uncertainties falls downstream to younger employees to accomplish with limited budgets. Do more with less. Management self preservation prevents upward mobility.,,,
277,AECOM,Infrastructure,Implementation specialist,,,2025-06-05,5.0,,,,,,,"Great team atmosphere, good benefits (unlimited PTO), and supportive management team.",Low volume of projects at the time caused a lack of variety in the work. This can cause the employee to feel stuck in just one role with no path to,,,
278,AECOM,Infrastructure,Ecologist i,,,2025-07-05,3.0,,,,,,,"Hybrid schedule, lots of travel, great entry level position","Limited/slow growth, lots of travel, bad communication",,,
279,AECOM,Infrastructure,Transportation planner ii,,,2025-04-21,4.0,,,,,,,"Further developed CAD skills Cooperative, friendly, & transparent Clients Downtown location (part time) Corporate location (part time) Solid training materials","CAD work makes up the majority of this role Project deadlines could shift dramatically If position is noted as hybrid, corporate policy expects part time in office, & city contract expects part time at downtown location Training materials were put together by coworkers, as management did not provide them",,,
280,AECOM,Infrastructure,Civil/structural designer,,,2025-06-09,4.0,,,,,,,Great benefits and flexibility from leaders.,No real complaints about the company.,,,
281,AECOM,Infrastructure,Bim manager,,,2025-04-23,4.0,,,,,,,"AECOM has a lot of good projects and world wide capabilities, you can connect with anyone and participate in several different kind of projects. Has a lot a agreements with software companies which gives you the opportunity to develop and create new innovation ways","Bad leadership within LATAM region, VPs need to be more concern in reaching and getting more project to increase capabilities and long term teams",,,
282,AECOM,Infrastructure,Interior designer ii,,,2025-02-05,3.0,,,,,,,"Working at AECOM provided exposure to large-scale projects and a structured corporate environment. The company has a strong global presence and offers a great platform to collaborate with multidisciplinary teams. I particularly appreciated the emphasis on technical excellence and the access to industry-standard tools and resources. The work environment was generally supportive, and I had the opportunity to learn from experienced professionals.","Despite the benefits, career growth felt slow, with limited mentorship and development opportunities tailored to individual career paths. The corporate bureaucracy often made decision-making and innovation challenging. Work-life balance varied depending on project demands, and internal mobility was not as accessible as I had hoped.",,,
283,AECOM,Infrastructure,Interior design intern,,,2025-06-18,5.0,,,,,,,Good salary and good culture.,The workflow has some problems. I often receive last-minute tasks with tight deadlines.,,,
284,AECOM,Infrastructure,Process engineer,,,2025-04-21,4.0,,,,,,,Diverse Opportunities and projects nationally and internationally with room for growth.,"Large company where regions and offices have different standard practices, and also communication can be difficult in finding opportunities and specialists.",,,
285,AECOM,Infrastructure,Scientist,,,2025-06-17,4.0,,,,,,,"Diverse work, competitive salary, smart people",lots of big company red tape,,,
286,AECOM,Infrastructure,Geologist,,,2025-06-06,3.0,,,,,,,"Great talent pool, flexible work settings","Poor benefits, upper management stifles career growth/advancement. Very rigid/inflexible settings for pay raises",,,
287,AECOM,Infrastructure,Engineering manager,,,2025-04-21,4.0,,,,,,,Large company but feels small working in teams. Very ethically forward thinking for their projects putting employee safety and clients first.,Getting software approved is extremely challenging. Not impossible but it can have bottlenecks.,,,
288,AECOM,Infrastructure,Construction engineer,,,2025-05-27,3.0,,,,,,,"- mediocre pay
-basic benefits
- intern to full time
- company vehicle","- poor management 
- very political 
- toxic boss
- no career development",,,
289,AECOM,Infrastructure,Marketing specialist,,,2025-06-04,4.0,,,,,,,Good opportunity for entering into the industry.,Sometimes the organization feels too large at times.,,,
290,AECOM,Infrastructure,Environmental scientist,,,2025-06-04,2.0,,,,,,,Good place to get experience early in your career,Feel disposable and little chance for advancement,,,
291,AECOM,Infrastructure,Resident engineer,,,2025-05-28,5.0,,,,,,,Large Company with opportunities for growth. Good Infrastructure.,Difficult to speak with the most important personnel.,,,
292,AECOM,Infrastructure,Environmental scientist,,,2025-06-09,4.0,,,,,,,"Great team, FTO, good reputation","Work life balance, demanding clients,",,,
293,AECOM,Infrastructure,Structural engineer iii,,,2025-04-01,4.0,,,,,,,My local department has great leadership Exciting projects Ability to work share with offices around the country (and world) Lots of competent staff in the company,"Large firm penny-pinching things (IT systems, lackluster health insurance) Bonuses should be the norm although I know this industry doesn't do that Sometimes order seems to break down on large projects and people silo themselves",,,
294,AECOM,Infrastructure,Gis specialist,,,2025-05-07,4.0,,,,,,,"room for growth within GIS team, management seems to value and support everyone’s goals","health benefits aren’t the best, hard to work on projects outside of the business line you’re assigned to, variable workload",,,
295,AECOM,Infrastructure,Anonymous employee,,,2025-06-07,3.0,,,,,,,Good company Good company Good company,Limited opportunities and limited exxposure.,,,
296,AECOM,Infrastructure,Anonymous employee,,,2025-06-07,4.0,,,,,,,"Freedom to Grow, flexible, busy","Busy, politics, nights, red tape,",,,
297,AECOM,Infrastructure,Transportation planner,,,2025-05-29,3.0,,,,,,,Enjoyed the workflow and projects,Upper management was not easy to understand,,,
298,AECOM,Infrastructure,Communications specialist,,,2025-05-16,4.0,,,,,,,"great team, good benefits, opportunities to make connections","unfortunately due to the current administration, job opportunities and funding for certain projects/contracts are limited",,,
299,AECOM,Infrastructure,Supervisor,,,2025-05-22,4.0,,,,,,,flexible with schedules and time off,I don't have any cons of this companyh,,,
300,AECOM,Infrastructure,Engineer,,,2025-05-13,3.0,,,,,,,"Leadership, steady hours, work always there",Billable billable billable is the name of the game,,,
301,Fluor,Infrastructure,Administrative,,,2025-11-07,5.0,,,,,,,Amazing Benefits and 401k options,None really. Awesome company to work for.,,,
302,Fluor,Infrastructure,Associate design engineer iii,,,2025-10-28,4.0,,,,,,,If you speak out and ask for help they are willing to work with you.,"Sometimes your goals are not really their goals, specially as a new grad.",,,
303,Fluor,Infrastructure,Senior maximo consultant,,,2025-09-19,4.0,,,,,,,My boss was incredible and the job was challenging. They were not afraid to take on major projects that could have significant impact to the business.,At the end of my tenure management changed and politics started going full steam.,,,
304,Fluor,Infrastructure,Building design specialist,,,2025-08-27,4.0,,,,,,,"Nice work life balance, alternative off Friday, flexible work hours. And good payment","The project I worked with, work environment was really toxic. People with different race and accent could feel the discrimination from the project Architect.",,,
305,Fluor,Infrastructure,Commissioning engineer,,,2025-09-16,5.0,,,,,,,"Salary, flexible, opportunities, benefits, location","job stability, continuous work, pressure,",,,
306,Fluor,Infrastructure,Project controls specialist,,,2025-08-28,5.0,,,,,,,Coworkers are friendly. Good place,Little bit slow. Need to find your way.,,,
307,Fluor,Infrastructure,Project engineer,,,2025-07-15,4.0,,,,,,,Management is not overbearing. Longer hours if you're looking for overtime pay.,Current project seems to limit upward movement if you're a young engineer wanting to advance. A lot of older/more experienced engineers/subcontractors that take charge of the more difficult tasks I would like to be a part of. Not as many holidays off as I'd like. Longer hours on current project may limit a healthy work life balance.,,,
308,Fluor,Infrastructure,Associate design engineer iii,,,2025-08-17,4.0,,,,,,,Very supportive environment with very decent benefits.,Upper management needs to be more critical of project outlook.,,,
309,Fluor,Infrastructure,Administrative assistant,,,2025-08-16,2.0,,,,,,,Easy Interviewing Pleasant coworkers Compensation,Needy critical clients Poor leadership/management/training Poor communication with employees,,,
310,Fluor,Infrastructure,Contract specialist,,,2025-08-11,4.0,,,,,,,"Great people, good pay, good benefits.",It’s a big company so it takes a while to make yourself known,,,
311,Fluor,Infrastructure,Associate designer iv,,,2025-06-05,5.0,,,,,,,- Very good compensation - Very good benefits - The culture is the best I've worked with - Everyone I have come across is always willing to help me - Team oriented,- Long work weeks from time to time due to schedule changes,,,
312,Fluor,Infrastructure,Operations,,,2025-04-17,4.0,,,,,,,Great work / life balance. Excellent group of folks to work with. Everyone is willing to help at moments notice.,Expect to feel lost in the onboarding and role specific training process. Access to the company systems is a literal nightmare. So front line folks have to wing it.,,,
313,Fluor,Infrastructure,Process engineer,,,2025-06-16,4.0,,,,,,,Varies depending on your project but good compensation and opportunities for growth.,Varies depending on project. At times growth within the company can stagnate and force you to switch companies for pay progression.,,,
314,Fluor,Infrastructure,Project engineer,,,2025-06-26,4.0,,,,,,,"Great oppurtunities, good benefits and promotes safe work environment.",May be put on a project far from home.,,,
315,Fluor,Infrastructure,Design engineer,,,2025-06-21,5.0,,,,,,,Good work life balance. Roll over vacation,Garage Parking Lot. It's a far commute for me.,,,
316,Fluor,Infrastructure,Project manager,,,2025-06-21,5.0,,,,,,,"housing, health care, bonus. travel, vacation","long hours, lack of family oriented activities",,,
317,Fluor,Infrastructure,Associate process engineer i,,,2025-06-06,4.0,,,,,,,"Flexible Schedule, Knowledgeable co-workers, Huge amounts of projects",Corporate Garbage with small rules and the ability to be put on unpaid leave when projects are slow.,,,
318,Fluor,Infrastructure,Contracts specialist,,,2025-03-31,4.0,,,,,,,"Everyone is very nice to work with. Flexible time (can come in as early as you want, As long as you are here before 8am) and the 9/80 schedule is great.",Left in the dark about future work once a project comes to an end.,,,
319,Fluor,Infrastructure,Database administrator (dba),,,2025-05-18,4.0,,,,,,,Great place to work and the benefits are competitive.,Long hours worked and short staffed at times.,,,
320,Fluor,Infrastructure,Marketing specialist ii,,,2025-04-24,5.0,,,,,,,"It's a great job, and I truly enjoy the work that I do.",There are long hours and days where there is no overtime or additional pay for the 6+ hours of work.,,,
321,Fluor,Infrastructure,Superintendent,,,2025-02-10,2.0,,,,,,,Fluor has shown a willingness to support career interests outside of your immediate roll. They have given me exposure to other project aspects that I showed curiosity for.,My immediate manager has had multiple complaints against them. Upper management does not address the teams concerns. Fluor asks for loyalty but has shown little loyalty to employees. Management does not do a good job making us feel like a part of Fluor. We are on an island of a project and it feels that way.,,,
322,Fluor,Infrastructure,Project business analyst ii,,,2025-04-22,5.0,,,,,,,"Monday & Friday (WFH) 
Provide full remote setup",Job can be repetitive and slow at times.,,,
323,Fluor,Infrastructure,Anonymous employee,,,2025-04-06,4.0,,,,,,,Ability to contribute and make a difference- training and travel,Procedural driven company / can take time to understand execution practices,,,
324,Fluor,Infrastructure,Anonymous employee,,,2025-04-02,4.0,,,,,,,"Work life balance, ability to promote within, salary","High turnover rate, frequent changes in management",,,
325,Fluor,Infrastructure,Engineer,,,2025-04-28,1.0,,,,,,,The people are welcoming and the salary is amazing,However the work load is heavy and requires time and effort,,,
326,Fluor,Infrastructure,Administrative,,,2025-03-20,5.0,,,,,,,Great team and the safest work environment.,It was very busy. It is not cons but the truth,,,
327,Fluor,Infrastructure,Project business analyst,,,2025-03-24,5.0,,,,,,,"Good job where you'll learn about AR, AP, and recons.",Management was very micro focused,,,
328,Fluor,Infrastructure,Project controls specialist iv,,,2024-04-08,4.0,,,,,,,Large company with lots of opportunity for growth. If you demonstrate value and are flexible with your goals they work hard to keep you around even in slow periods. Very organized and structured which some don’t like but it makes it easier to integrate compared to company with low structure. Always something new to learn. Work life balance is better than other places in industry….not expected to work long hours or stay after hours for “team building”. Lots of options to specialize in your area and not be constantly pressured to take on leadership/stretch roles.,"Won’t commit to hybrid work schedule, project management generally opposed to it even though most employees want more flexibility. Worksharing with other offices can make work hours difficult. If you come in on low range of pay scale can take years to catch up. In the past the work culture and work-life balance was very different depending on your project management team, might be more consistent now but still can vary (IE one project may be very flexible with schedules where another is very old-school “must be in office” management style).",,,
329,Fluor,Infrastructure,Senior counsel,,,2024-08-18,2.0,,,,,,,"Mainly the people. A lot of smart, hardworking individuals work here.","First, the environment. Fluor has had some well-publicized financial problems and the environment reflects that. They pay a good salary but their benefits are not very good. Forget PTO. They include federal holidays as part of your three weeks! That means you have to figure days like Memorial Day into your vacation time. Second, the management makes no sense. In a cash-strapped company, they keep highly paid upper management around who seems to have no real assignment—they just float from project to project—and they get rid of the lower level employees. That makes for a lot of people worrying about their job everyday, which you can imagine does not create a pleasant situation.",,,
330,Fluor,Infrastructure,Electrical engineer,,,2025-03-18,3.0,,,,,,,Big company. lots of opportunity,When work slows down watch out,,,
331,Fluor,Infrastructure,C&q manager,,,2025-03-14,4.0,,,,,,,"Benefits, Salary, PTO, and good people",Demanding schedule and internal processes are slow,,,
332,Fluor,Infrastructure,Anonymous employee,,,2025-02-24,3.0,,,,,,,Global Variety of jobs and locations Excellent culture Competitive wages Ethical,Global project assignments for long periods The ebbs and flows of a project driven corporation Lack of engagement from top leaders,,,
333,Fluor,Infrastructure,Administrative assistant,,,2025-04-08,1.0,,,,,,,Some nice people to work with.,Upper management does not care about their employees.,,,
334,Fluor,Infrastructure,Expeditor,,,2025-02-04,4.0,,,,,,,The people are great and is a nice place to work at.,"Downsides are its all project dependent. If things are slow, you cannot move around.",,,
335,Fluor,Infrastructure,Process/specialty engineer i,,,2025-02-17,5.0,,,,,,,"Great work environment
Helpful colleagues
Friendly HR
Great company values",Can’t think of any cons for working at Fluor,,,
336,Fluor,Infrastructure,Project engineer,,,2025-01-23,4.0,,,,,,,"Good company, very renowned in the industry and great projects",Not much exposure about the company as what its doing as everything is based on projects and most of them are government.,,,
337,Fluor,Infrastructure,Hr manager,,,2025-02-16,2.0,,,,,,,Accrued time off is really good,It's the usual buddy network,,,
338,Fluor,Infrastructure,Food service,,,2024-12-08,1.0,,,,,,,Once upon a time..... was the Best Company to work for American Veterans.,"Now it is the worst..... out of all of the Companies, Thank You. You even treat Foreign Nationals better than Veterans.",,,
339,Fluor,Infrastructure,Project manager,,,2025-02-14,5.0,,,,,,,"Positive Work Environment, Culture, Support",Needs of the project employment,,,
340,Fluor,Infrastructure,Project manager,,,2025-02-03,5.0,,,,,,,Execute some of the best projects. Good people,Nothing major I can think of,,,
341,Fluor,Infrastructure,Associate engineer,,,2024-12-24,3.0,,,,,,,"Sometimes get put on interesting parts of projects, relatively stable","Typical corporate BS, so much work that is inefficient/doesn’t matter, company is not afraid to cut loose unprofitable employees",,,
342,Fluor,Infrastructure,Hr director,,,2025-02-03,4.0,,,,,,,Good people. Competitive benefits. Good atmosphere.,Cyclical business. Up and downs that leads to uncertainty.,,,
343,Fluor,Infrastructure,Project business analyst ii,,,2025-01-10,3.0,,,,,,,Not too difficult to learn the job. Flexible hours and time off.,Repetitive work on the computer all day. Slower career growth in this role.,,,
344,Fluor,Infrastructure,"Principal specialist, material management",,,2025-01-23,3.0,,,,,,,Opportunity to travel for different jobs,hard to get raises unless you know someone.,,,
345,Fluor,Infrastructure,Process engineer,,,2025-01-15,3.0,,,,,,,"Pros: 
Chill
Easy
Workplace flexibility depending on client","Cons:
Middle managers
Not an ambitious environment
Not the highest pay",,,
346,Fluor,Infrastructure,Quality engineer ii,,,2024-12-31,5.0,,,,,,,Fluor promotes personal growth through trainings and offers generous bonuses,Hours can be long and unpredictable,,,
347,Fluor,Infrastructure,Sr. design supervisor,,,2024-12-02,5.0,,,,,,,Projects in varied industries Uses cutting edge technology for engineering and drafting applications Liberal vacation and PTO programs Encourages growth and provides the opportunities,The nature of the business is cyclical Lots of travel required to get ahead,,,
348,Fluor,Infrastructure,Construction engineer ii,,,2024-12-21,5.0,,,,,,,I want to know the salary range,I don't like this question,,,
349,Fluor,Infrastructure,Accounts payable technician,,,2024-12-18,4.0,,,,,,,This company has a good company culture.,"Pay was not great, and raises were not guaranteed.",,,
350,Fluor,Infrastructure,Construction manager,,,2024-12-09,4.0,,,,,,,Decent hours and benefits. They are goal oriented.,Hit or miss management. They can sometimes micromanage,,,
351,Fluor,Infrastructure,Process engineer,,,2024-12-11,4.0,,,,,,,"Challenging Work, Great Team, Flexible Hours",Ups and Down of the Oil Gas Market.,,,
352,Fluor,Infrastructure,Piping designer,,,2024-11-16,4.0,,,,,,,"Great pay, engaging work and always a challenge.","Work flow has changed and we’ve not adapted from the old ways yet. Not sure we should, it worked for a reason!",,,
353,Fluor,Infrastructure,Sr.process engineer,,,2024-12-14,4.0,,,,,,,Lot of experienced engineers to learn from,Very few detailed engineering projects,,,
354,Fluor,Infrastructure,Principal electrical designer,,,2024-12-06,4.0,,,,,,,Flexible hours. Loyal company. Fair compensation.,Long drive to work and costly cause of tolls,,,
355,Fluor,Infrastructure,Associate process/specialty engineer i,,,2024-10-02,4.0,,,,,,,- Reasonable pay - Standard benefits - Reasonable PTO - Flexible work hours - Well staffed - Company experts and SMEs - Flexible about working from home,"Honestly there are not a lot of cons for a big Ftn. 500 company. Just the standard complains: corporate, too many meetings, etc.",,,
356,Fluor,Infrastructure,Manager,,,2024-12-09,3.0,,,,,,,Ok in part not great not bad,USA centric in manager approach,,,
357,Fluor,Infrastructure,Material control,,,2024-11-05,4.0,,,,,,,Overall healthy company culture. Lots of activities that show value to employees and families as well as community. Pay is fair.,No accountability for supervisors behaving badly.,,,
358,Fluor,Infrastructure,Project enginner,,,2024-11-06,5.0,,,,,,,Very stable company to work for,lack of management communication with employees,,,
359,Fluor,Infrastructure,Project management,,,2024-11-11,4.0,,,,,,,It is OK for an EPC company,Need to be without the family alot.,,,
360,Fluor,Infrastructure,Maintenance technician,,,2024-10-15,5.0,,,,,,,Flour flour flour flourf lour,Too much flour sometimes for sure,,,
361,Fluor,Infrastructure,Project engineer,,,2024-10-17,3.0,,,,,,,Met some amazing engineers and some very interesting projects,Management training and accountability. Employee loyalty,,,
362,Fluor,Infrastructure,Planner,,,2024-10-10,3.0,,,,,,,"systems in place, people are experienced, variety of projects","pay could be better, need to be mobile",,,
363,Fluor,Infrastructure,Journeyman electrician,,,2024-10-11,5.0,,,,,,,Good good good good good,Nothing nothing nothing nothing nothing,,,
364,Fluor,Infrastructure,Senior buyer,,,2024-09-18,5.0,,,,,,,"Managers are hands-on and help you grow, great culture",Pay rates are not competitive for certain roles,,,
365,Fluor,Infrastructure,Associate design engineer ii,,,2024-09-26,5.0,,,,,,,Great development opportunities if you stick with it. People are very friendly.,Sometimes work was very slow.,,,
366,Fluor,Infrastructure,Engineering technician,,,2024-09-23,5.0,,,,,,,EPC work with variety and many excellent team members with great knowledge.,Communication can be slow at times.,,,
367,Fluor,Infrastructure,Anonymous employee,,,2024-09-22,4.0,,,,,,,This is a great company that has recovered well after some difficult economic times.,I can not think of any negatives,,,
368,Fluor,Infrastructure,Project estimator intern,,,2024-09-24,5.0,,,,,,,"Trained well, great intern program, work remote on Fridays","Not very flexible, not guaranteed job position",,,
