review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text,pros_sentiment_score,pros_sentiment_label,cons_sentiment_score,cons_sentiment_label,combined_sentiment_score,combined_sentiment_label
131,Pfizer,Healthcare,Anonymous employee,2025-10-07,3.0,Good people to work. You can gain knowledge from the seniors.,Don't think about the promotions.,0.743,Positive,0.0,Neutral,0.3715,Positive
132,Pfizer,Healthcare,Intern,2025-10-03,5.0,I had a lot of interesting projects.,It is difficult to get rehired as a full time employee after the internship.,0.4019,Positive,-0.3612,Negative,0.02034999999999998,Neutral
133,Pfizer,Healthcare,Senior engineer,2025-10-05,4.0,Great people to work with.,"Corporate mentality, a lot of restructuring and changing timelines and deadlines.",0.6249,Positive,0.0,Neutral,0.31245,Positive
134,Pfizer,Healthcare,Sales representative,2025-10-06,3.0,Freedom to control daily activity,Not competing salary and bonus,0.6369,Positive,0.5423,Positive,0.5896,Positive
135,Pfizer,Healthcare,Senior leader,2025-04-06,1.0,"No pros, just a lot of cons, specially at this site. All older employees have their kids and family working in other departments. The number of politics at this facility is nonsensical and highly toxic due to legacy employees. Every SLT member has a son or daughter working in the company and by passing processes. doing nothing and minting money. Management is toxic within the plant and specially above site. They have layoffs every other year so everyone lives in fear. During my time there did not meet one single person who has any good thing to say about anything.","Perhaps they get the award for being the the most miserable vial work environment for all levels in the organization, High attrition rates and low pay are the hallmarks, new employees dont see their supervisors for weeks. The previous site head was a unprofessional coward and a racist leader. Created an enviroment of fear, favoritism, and nepotism, He was endorsed by his superiors so this is company culture. I dont think there are any good people there, majority are incompetent people who now have their children and family working here too.",-0.296,Negative,-0.8883,Negative,-0.59215,Negative
136,Pfizer,Healthcare,Anonymous employee,2025-05-09,2.0,If you have a good manager it can be great. You can jump from role to role easily if they like you.,"- Pfizer’s acquisition of Seagen destroyed the great culture we had in Bothell. - Pfizer’s culture is a popularity contest, especially in the New York scene. They admit as much in department meetings. They'll keep bringing back people they laid off if they like them, despite incompetence or job qualifications. - I've never had a more toxic manager or experience than at Pfizer. If the manager doesn't like you or doesn't want to hear your ideas, the accepted culture is to quiet fire people until they leave. (So I left, rather than be treated like garbage.) - They want robots to follow orders, no creative or innovative ideas welcome. They hide their true intentions under a disguise of being collaborative. - toxic leadership is encouraged to be as such and defended by HR",0.8979,Positive,0.8947,Positive,0.8963000000000001,Positive
137,Pfizer,Healthcare,Operational excellence,2025-09-09,4.0,"Good benefits, decent pay, flexible hybrid work","Feel like only way to get moved up is to leave the company for a few years, then return for a huge pay bump. They'd often hire externally for higher roles instead of giving people much deserved promotions.",0.7184,Positive,0.6808,Positive,0.6996,Positive
138,Pfizer,Healthcare,Associate research fellow,2025-09-29,4.0,"good team work, good benefit",Decision making. light speed. critical gap in talent,0.8316,Positive,0.128,Positive,0.4798,Positive
139,Pfizer,Healthcare,Associate scientist,2025-10-04,3.0,Good culture in hard times,Bad pay in comparison to industry,0.3612,Positive,-0.5994,Negative,-0.11910000000000001,Negative
140,Pfizer,Healthcare,Sales representative,2025-10-01,4.0,Great benefits and small territory,Micromanaging from above. No insurance coverage.,0.7717,Positive,-0.296,Negative,0.23785000000000003,Positive
141,Pfizer,Healthcare,Associate scientist,2025-10-04,3.0,Good culture in hard times,Bad pay in comparison to industry,0.3612,Positive,-0.5994,Negative,-0.11910000000000001,Negative
142,Pfizer,Healthcare,Sales representative,2025-10-01,4.0,Great benefits and small territory,Micromanaging from above. No insurance coverage.,0.7717,Positive,-0.296,Negative,0.23785000000000003,Positive
143,Pfizer,Healthcare,Director,2025-10-02,3.0,Flexibility with work life balance,Leadership is leading from behind,0.34,Positive,0.0,Neutral,0.17,Positive
144,Pfizer,Healthcare,Anonymous employee,2025-09-30,5.0,"Growth, Compensation, Work/life balance, lengthy parental leave, benefits",None that come to mind,0.6124,Positive,0.0,Neutral,0.3062,Positive
145,Pfizer,Healthcare,Scientist,2025-09-30,2.0,Lots of tech and money to spend on reagents,"CEO supports trump
Future direction unclear
constant lay-offs",0.0,Neutral,0.128,Positive,0.064,Positive
146,Pfizer,Healthcare,Senior production operator ii,2025-06-27,4.0,"Great Benefits. Top-tier PTO with vacation, sick, caregiver, personal, and the ability to purchase additional vacation if needed. With maximum time purchased for vacation, time can equal 2-3 months of PTO per year.",Horrible work culture. Supervisors routinely have their hands tied on what they can do for their employees. Can be Chaotic with production taking priority over everything else. Questionable decisions made by management regarding Quality and GDP practices to keep production running. Constant threat of mandatory overtime. Pay is not consistent with other sites.,0.6908,Positive,-0.9081,Negative,-0.10865000000000002,Negative
147,Pfizer,Healthcare,Network specialist,2025-09-28,5.0,"Good work relationships
Good training","Zero tolerance policy
Airgapped environment",0.7003,Positive,0.296,Positive,0.49815,Positive
148,Pfizer,Healthcare,Sr data manager,2025-09-22,4.0,Good work life balance and reputation.,Can be easily lost in massive company especially with poor management.,0.4404,Positive,-0.507,Negative,-0.033299999999999996,Neutral
149,Pfizer,Healthcare,"Director, clinical data management",2025-09-23,5.0,great place to work - go for it,not any to specify. here/,0.6249,Positive,0.0,Neutral,0.31245,Positive
150,Pfizer,Healthcare,Quality operations manager,2025-09-26,4.0,Lateral and diagonal Career development opportunities,Salary vs cost of living,0.3818,Positive,0.0,Neutral,0.1909,Positive
151,Pfizer,Healthcare,Associate,2025-09-13,5.0,"Great place to work, Love it !",Sometimes people can be aloof or distant.,0.8622,Positive,0.0,Neutral,0.4311,Positive
152,Pfizer,Healthcare,Automation engineer,2025-09-20,2.0,Pay and benefits were good,There was no formal training and you were just thrown into the fire,0.6249,Positive,-0.5574,Negative,0.03375,Neutral
153,Pfizer,Healthcare,Anonymous employee,2025-09-03,1.0,"Good benefits, nice office amenities","Poor forecasting, many rounds of layoffs, stagnant salary, no room for upward growth",0.8074,Positive,-0.4019,Negative,0.20275,Positive
154,Pfizer,Healthcare,Programmer/analyst,2025-09-14,5.0,supportive and a growth culture,I hardly found one as is platform with peer contributions and work support.,0.5859,Positive,0.4019,Positive,0.4939,Positive
155,Pfizer,Healthcare,Global leader,2025-09-17,5.0,- Great pay and learning opportunities,- Can be bureactratic at times,0.743,Positive,0.0,Neutral,0.3715,Positive
156,Pfizer,Healthcare,Anonymous employee,2025-08-30,4.0,A lot of cross functional collaboration. You can approach anybody without having been introduced and ask about their job/work. There's opportunity to shadow other groups formally or informally,Work hours can be long,0.4215,Positive,0.0,Neutral,0.21075,Positive
157,Pfizer,Healthcare,Senior process technician,2025-08-18,3.0,They have a really good benefits package.,"Progression is stagnant, and performance doesn't trump tenure. So you must be ok with your typical rubber stamp increase. Mid year increases are RARE.",0.7245,Positive,0.5423,Positive,0.6334,Positive
158,Pfizer,Healthcare,Engineer,2025-09-05,4.0,-Flexible scheduling for salaried colleagues with hybrid option,-Many growth opportunities are given to folks who have been on the site longer,0.2263,Positive,0.6369,Positive,0.4316,Positive
159,Pfizer,Healthcare,Anonymous employee,2025-08-08,4.0,Salary and benefits were good and a good manager can make or break you anywhere.,Survived many many layoffs throughout the company which leads to overall anxiety in the various groups I worked in. A new acquisition was equated with a new series of layoffs. Saw many very good employees with a wealth of experience let go.,0.8126,Positive,0.8399,Positive,0.8262499999999999,Positive
160,Pfizer,Healthcare,Anonymous employee,2025-09-01,3.0,"Solid benefits package, huge amount of resources to draw from, opportunities for growth","Regular layoffs, rigid promotion structure, salary is on lower end of industry average",0.8658,Positive,-0.4019,Negative,0.23195000000000002,Positive
161,Pfizer,Healthcare,Anonymous employee,2025-09-10,5.0,"Great people, benefits, environment, good salary",Constant reorganization and budget cutting,0.8625,Positive,-0.128,Negative,0.36725,Positive
162,Pfizer,Healthcare,Sr. scientist,2025-09-03,4.0,Lots of resources and access to new technologies,A bit slow with decisions making process,0.0,Neutral,0.0,Neutral,0.0,Neutral
163,Pfizer,Healthcare,Senior process technician,2025-07-16,5.0,Benifits and Pay are much better than most of the competitors i know of. Workload can be hectic at times but this is the happiest ive been at a job at a long time. Most of team has been here 20+ years which is a great sign,within biotech there can be layoff scares also seems like manufacturing is always getting the brunt of things and office / m-f workers get all the perks,0.9349,Positive,0.0258,Neutral,0.48035,Positive
164,Pfizer,Healthcare,Scientist,2025-08-31,4.0,"Great benefits, great healthcare, generous PTO, Flexible work schedule, good work-life balance.","Shifting priorities, relatively slow career growth",0.9578,Positive,0.3818,Positive,0.6698,Positive
165,Pfizer,Healthcare,Marketing director,2025-09-03,3.0,"Autonomy
Great work life balance","Frequent layoffs
Limited opportunities to advance",0.6249,Positive,0.1779,Positive,0.4014,Positive
166,Pfizer,Healthcare,Data analyst,2025-09-03,3.0,work from home hybrid desk,low pay work and benefits,0.0,Neutral,0.0258,Neutral,0.0129,Neutral
167,Pfizer,Healthcare,Senior manager data analyst,2025-08-25,4.0,hybrid work week and a nice team,initial training was lacking on most jobs,0.4215,Positive,0.0,Neutral,0.21075,Positive
168,Pfizer,Healthcare,Senior level,2025-04-29,2.0,"Big company’s benefits, infrastructure, nice campus and facilities","Key focus areas include financial gain and short-term objectives, with a lack of emphasis on long-term strategies and insufficient expertise in discovery and development. The business model relies heavily on licensing agreements. Consequently, the organization undergoes frequent reorganizations and layoffs, and struggles with competency gaps. Management appointments are often influenced by personal connections rather than merit. Ineffective people management, limited experience, and a lack of management training programs and growth opportunities are also evident. Moreover, favoritism and discrimination against non-Asian nationalities are significant concerns.",0.6597,Positive,0.7579,Positive,0.7088,Positive
169,Pfizer,Healthcare,Full stack java developer,2025-07-29,4.0,"Purpose-driven work in healthcare tech. Supportive Agile team with clear processes. Tech stack included Spring Boot, React, JWT, Azure, and Docker. Good exposure to CI/CD, BDD, and cross-functional collaboration.",Slightly slow in adopting new tech due to compliance. Some delays in approvals and release cycles.,0.7717,Positive,0.0,Neutral,0.38585,Positive
170,Pfizer,Healthcare,Manager,2025-08-03,3.0,"Big company, good flexibility, nice buildings.","Bad leadership, so many disparities amongst colleague's benefits.",0.7964,Positive,-0.2263,Negative,0.28505,Positive
171,Pfizer,Healthcare,Senior level,2025-04-29,2.0,"Big company’s benefits, infrastructure, nice campus and facilities","Key focus areas include financial gain and short-term objectives, with a lack of emphasis on long-term strategies and insufficient expertise in discovery and development. The business model relies heavily on licensing agreements. Consequently, the organization undergoes frequent reorganizations and layoffs, and struggles with competency gaps. Management appointments are often influenced by personal connections rather than merit. Ineffective people management, limited experience, and a lack of management training programs and growth opportunities are also evident. Moreover, favoritism and discrimination against non-Asian nationalities are significant concerns.",0.6597,Positive,0.7579,Positive,0.7088,Positive
172,Pfizer,Healthcare,Full stack java developer,2025-07-29,4.0,"Purpose-driven work in healthcare tech. Supportive Agile team with clear processes. Tech stack included Spring Boot, React, JWT, Azure, and Docker. Good exposure to CI/CD, BDD, and cross-functional collaboration.",Slightly slow in adopting new tech due to compliance. Some delays in approvals and release cycles.,0.7717,Positive,0.0,Neutral,0.38585,Positive
173,Pfizer,Healthcare,Manager,2025-08-03,3.0,"Big company, good flexibility, nice buildings.","Bad leadership, so many disparities amongst colleague's benefits.",0.7964,Positive,-0.2263,Negative,0.28505,Positive
174,Pfizer,Healthcare,Principal scientist,2025-08-11,4.0,"Inspiring mission, effective leaders, good compensation and benefits, rigorous science","Moderate staff turnover, occasional organisational changes, large company",0.8519,Positive,0.0,Neutral,0.42595,Positive
175,Pfizer,Healthcare,Supply chain and sustainability analyst,2025-08-14,4.0,"Flexible, good compensation, good TC, great people.",Hard to move up in the system.,0.8957,Positive,-0.1027,Negative,0.3965,Positive
176,Pfizer,Healthcare,Director,2025-08-10,4.0,"Very nice people, great retirement savings package.",Too many re-orgs and layoffs every Q4.,0.8155,Positive,0.0,Neutral,0.40775,Positive
177,Pfizer,Healthcare,Complaints handler,2025-08-11,3.0,Good pay for the organization,Engineer hired just to read records and not develop solutions,0.3612,Positive,-0.1326,Negative,0.11430000000000001,Positive
178,Pfizer,Healthcare,Scientist,2025-08-11,3.0,"the perks, benefits and salary","Hierarchy, layoffs, layoffs, layoffs, cuts",0.3818,Positive,-0.296,Negative,0.042899999999999994,Neutral
179,Pfizer,Healthcare,Senior scientist,2025-07-28,4.0,"benefits, pay, interesting problems, brand recognition, lots of smart people here","typical issues with large corporations -- projects can get cut very regularly, frequent layoffs",0.5994,Positive,-0.2732,Negative,0.16310000000000002,Positive
180,Pfizer,Healthcare,Senior regulartory associate,2025-08-03,4.0,"Flexible, not stressful, great benefits.","Layoffs every 2 years, not much room for advancement",-0.2206,Negative,0.0,Neutral,-0.1103,Negative
181,Pfizer,Healthcare,Sr accountant,2025-07-30,5.0,"Pfizer is great, pay is decent and organization does many events for employees",Cannot think of any at this time.,0.5719,Positive,0.0,Neutral,0.28595,Positive
182,Pfizer,Healthcare,Senior scientist,2025-07-27,3.0,Great collaboration between people in the lab,To many leaders but no clear direction. They don’t care about your growth and development,0.6249,Positive,0.7117,Positive,0.6683,Positive
183,Pfizer,Healthcare,Immunology specialist,2025-07-18,4.0,Fair - bonus is good when doing well,Can be micromanaged too much,0.8689,Positive,0.0,Neutral,0.43445,Positive
184,Pfizer,Healthcare,Senior manager,2025-07-30,4.0,"Good benefits, supportive team, stock benefits","Layoffs every year for past 2-3 years, corporate red tape",0.8519,Positive,0.0,Neutral,0.42595,Positive
185,Pfizer,Healthcare,Statistical programmer,2025-06-13,4.0,"Company offers great benefits and a flexible work schedule. there are also plenty of opportunities to continue learning and growing professionally, especially through team collaboration and internal trainings","Due to the size and structure of the organization, processes can be slow and bureaucratic. Even simple tasks may require multiple tickets and approvals, which can be time-consuming and sometimes frustrating. Can be stressful to meet tight timeline.",0.8979,Positive,-0.7351,Negative,0.08140000000000003,Positive
186,Pfizer,Healthcare,Product manager,2025-07-30,4.0,Smart coworkers who are passionate about what they do,Constant reorgs and prioritization exercises,0.7269,Positive,0.0,Neutral,0.36345,Positive
187,Pfizer,Healthcare,Anonymous employee,2025-04-18,2.0,"Pros include salary, work-life-balance, great name to have on your resume. However, these golden handcuffs come with a cost.","During my time at Pfizer, I witnessed a troubling pattern. Within a few years, I saw multiple talented, kind, emotionally intelligent people either quit, get laid off, or be pushed out. There is no space for kindness—just performance, politics, and staying silent to survive. If you're a highly sensitive or caring person, this may not be a safe environment for you. Rather than being supported, your vulnerability will be seen as weakness. Unfortunately, bad behavior is rewarded as with many large corporate environements.",0.6249,Positive,0.24,Positive,0.43245,Positive
188,Pfizer,Healthcare,Senior manager,2025-06-26,1.0,Not the best decent salary and benefits. Job is fun and rewarding.,"Extremely poor leadership and management. Only promoted if you are liked and kiss (you know). Work life-balance is only talked about. Even when you go above and beyond, you are not recognized unless you are the chosen ones.",0.7124,Positive,0.6133,Positive,0.6628499999999999,Positive
189,Pfizer,Healthcare,Scientist,2025-07-29,4.0,Good work life benefit and people care,"Stability is difficult in pharma, uncertainy",0.8442,Positive,-0.3612,Negative,0.24149999999999996,Positive
190,Pfizer,Healthcare,Principal scientist,2025-02-24,3.0,"Very smart colleagues, rigorous atmosphere, decent access to resources, no more red tape than your average mega-corp.","Lots of layoffs, all the time. It becomes very difficult to avoid cynicism when all the happy-talk from Bourla on down about how valued you are, how vital your mission, how very life-changing to patients it all is when counterbalanced by the experience of rolling layoffs and abandonment of entire therapeutic areas. If you're fortunate, you can last a long time and make a good living. But make no mistake: Your number may come up a lot sooner than you anticipate, and when it does, it's all cold, hard business. Don't get attached, and keep your resume fresh.",-0.1458,Negative,0.628,Positive,0.24109999999999998,Positive
191,Pfizer,Healthcare,Senior finance manager,2025-07-30,5.0,Professional and a great learning experience.,Moved dept out of state,0.6249,Positive,0.0,Neutral,0.31245,Positive
192,Pfizer,Healthcare,Anonymous employee,2025-07-22,4.0,Great colleagues and opportunities. Care very much about the work they provide.,No thoughts come to my mind.,0.872,Positive,-0.296,Negative,0.28800000000000003,Positive
193,Pfizer,Healthcare,Senior associate quality assurance,2025-07-28,3.0,Many Projects/Good People/Winter Holiday Shutdown,Disorganized/Bad Health Insurance/Low Time Off,0.4019,Positive,0.0,Neutral,0.20095,Positive
194,Pfizer,Healthcare,Senior scientist,2025-06-10,4.0,"Great people, fair compensation in addition to salary (bonus, restricted stock, etc. Great opportunities for growth into other areas.","Ever-changing business and research model, making it challenging for employees to get their legs under them to do their jobs. Some very poor decisions from corporate. Bourla was/is especially bad",0.9485,Positive,-0.764,Negative,0.09225,Positive
195,Pfizer,Healthcare,Anonymous employee,2025-07-21,5.0,great place to work to make vaccines,Not that I know of,0.6249,Positive,0.0,Neutral,0.31245,Positive
196,Pfizer,Healthcare,Scientist,2025-06-15,4.0,"Gold standard of training, exposure to different projects and groups, many opportunities to attain visibility, most managers are super friendly and understanding, great work life balance","Lots of red tape, promotions can be a little slow sometimes, lots of reorgs/layoffs as of recently",0.9333,Positive,0.0,Neutral,0.46665,Positive
197,Pfizer,Healthcare,Director,2025-06-20,3.0,Good pay and benefits. Great personnel in the Bothell facility. Always helpful.,Unknown direction with Pfizer takeover. Meshing of two very different cultures.,0.9001,Positive,0.0,Neutral,0.45005,Positive
198,Pfizer,Healthcare,Manager,2025-06-11,3.0,"Positive culture, opportunities to move within the company from one functional area to another, nice office in NYC, hybrid work schedule. Good work life balance","Few promotion opportunities, Salaries are not competitive with the industry, Pfizer is very cliquey. Lots of re-org going on the last few years within Pfizer R&D",0.8979,Positive,0.2691,Positive,0.5835,Positive
199,Pfizer,Healthcare,Principal scientist,2025-07-18,4.0,"flexible work hours, good benefits",high pressure. light speed timeline,0.7506,Positive,-0.296,Negative,0.22730000000000003,Positive
200,Pfizer,Healthcare,Compliance director,2025-05-30,3.0,Treats employees fairly including those who are severed.,Not innovative in terms of creative destruction and reinvention of business process.,-0.3612,Negative,-0.4949,Negative,-0.42805000000000004,Negative
201,Johnson & Johnson,Healthcare,Senior manager,2025-11-16,5.0,Great development opportunities across the organization.,Decision making can be slow,0.7717,Positive,0.0,Neutral,0.38585,Positive
202,Johnson & Johnson,Healthcare,Director,2025-10-08,2.0,"It was a great company, with amazing collaborative culture, slow growth but benefits and work life balance, from tuition reimbursements, gym to childcare facilities, if you go above and beyond you might not be promoted but were given stocks even at managerial level. There were preferences for internal candidates, folks felt like home until Covid hit and Joaquin became the new CEO","Today this is any other company after almost a decade, feel sad that I called it home, if you are a women or a women of color this isn’t the place anymore, credo discussions and patient focus is just a facade it’s all about numbers and wall street, folks who are lifers are also treated like nobody, Folks who are good at managing up are the ones you can make the cut, some folks who hide and do nothing keep on staying and the high performers are sidelined or let go. HR partners are of no use, they want people to leave as attrition is still low! They want to hire externally, more European leaders at the top?",0.8556,Positive,-0.4389,Negative,0.20835,Positive
203,Johnson & Johnson,Healthcare,Operations manager,2025-11-12,1.0,Global company. Multi City company,"J&J has in its CREDO that one of its responsibilities is with the employees. It says “They must have a sense of security, fulfillment and purpose in their jobs... We must support the health and well-being of our employees and help them fulfill their family and other personal responsibilities. Nothing farther from the true!! It’s a lie. After 15 years with J&J and been a single mother I was impacted by a “restructuring” and lost my job. After having Exceed in more than one consecutive year on the performance review I cannot even get thru screening on roles at the same level as I was (manager) even though I have related experiences. It is hurtful that the company you loved and dedicated years of life see you as just a number and get rid of you without caring…not even a little. Unbelievable. I feel betrayed and fooled.",0.0,Neutral,0.8588,Positive,0.4294,Positive
204,Johnson & Johnson,Healthcare,Car-t manufacturing operator,2025-11-05,2.0,"Good for new grads 500 for health and wellness great benefits such as vacation, float holidays, personal time, leave, and volunteer time If you join at a good time, you can get promoted a little faster, but the future doesn't look promising for that.","If you have some experience, consider going somewhere else; nothing much to learn. Unless you're willing to wait your time and move up, but remember, there are so many people trying to get out of this position. 1 year and 8 months before you can be promoted or switch roles. Basically, you have to jump hoops to get promoted, as you not only have to go above and beyond in your job but also pick up extra projects. Depending on what process day you are in, there is a vast difference in schedules, such as the amount of time in the C space environment.",0.8183,Positive,0.8126,Positive,0.81545,Positive
205,Johnson & Johnson,Healthcare,Salesforce data management,2025-11-08,4.0,"- Very good base pay - Very helpful and caring team members - Good growth opportunities, vertical movement - Free coffee and a full gym in the office - Modern and open workspaces, standup desks, collaboration tools","- Communication is lacking amongst leadership, deadlines change often - Juggling multiple projects simultaneously - Red tape, hard to get new programs approved - No bonus, stock options as a contractor - High turnover from contractor staff",0.9611,Positive,-0.1154,Negative,0.42284999999999995,Positive
206,Johnson & Johnson,Healthcare,Senior manufacturing engineer,2025-11-06,5.0,"Great work-life balance, benefits and pay Free lunch everyday and gym onsite. Various ERGs and activities on a regular basis.","Limited opportunity for challenging projects in some departments, a lot of less interesting work that needs to be completed. There have been many rounds of layoffs and full changes to management and the future of our part of the company is still unclear.",0.8625,Positive,0.4417,Positive,0.6521,Positive
207,Johnson & Johnson,Healthcare,Medical science liaison (msl),2025-11-12,5.0,Good culture. Lots of help with career development. Whenever a group gets laid off - they are made a hiring priority for open positions,"Large organization, so can be overwhelming to learn/navigate different areas. Used to be more opportunities for remote work, but lately, they want more people in home office, which does limit career advancement.",0.6808,Positive,0.3392,Positive,0.51,Positive
208,Johnson & Johnson,Healthcare,Senior regulatory affairs specialist,2025-11-07,5.0,"Work life balance, managers generally have “people leader” training which translates to good leaders, a good culture.","Just a con if you don’t align with this: Left leaning politics, celebration of Pride, things like that. I, myself, am Christian and a conservative—you just don’t make it a talking point.",0.7003,Positive,0.5994,Positive,0.64985,Positive
209,Johnson & Johnson,Healthcare,Communications director,2025-10-27,4.0,"Lots of opportunities for movement across sector, function, geography. Competitive base pay and good stock/bonus structure once you get to director level.","Certain functions like Communications, especially Pharm, are rigid when it comes to allowing qualified candidates to work at J&J sites outside of New Jersey or Pennsylvania, which creates stagnant workforce.",0.7003,Positive,0.6041,Positive,0.6522,Positive
210,Johnson & Johnson,Healthcare,Anonymous employee,2025-11-14,4.0,"Good work life balance, good benefits, focus on career growth",Pay is not as competitive,0.875,Positive,-0.2306,Negative,0.3222,Positive
211,Johnson & Johnson,Healthcare,Quality engineer,2025-11-05,5.0,Lots of career development resources for a junior engineer. Supportive leaders.,"Climbing the career ladder is not easy when you try to progress to a higher role, like a senior engieer.",0.296,Positive,0.4393,Positive,0.36765000000000003,Positive
212,Johnson & Johnson,Healthcare,Manufacturing technician,2025-11-11,5.0,"Benefits, pay, environment, culture, management",No cons at all. This is a great place to work,0.296,Positive,0.4404,Positive,0.36819999999999997,Positive
213,Johnson & Johnson,Healthcare,Machine operator,2025-11-12,2.0,"Diversified Product Portfolio,Strong Global Presence","Stress and Anxiety for Employees,Time-Consuming Process,Potential for Miscommunication",0.0,Neutral,-0.5423,Negative,-0.27115,Negative
214,Johnson & Johnson,Healthcare,Territory account manager,2025-10-22,4.0,Strong culture of like minded people. People here are professional and driven. If you have the drive they will help you get there! The benefits are top notch if you're looking to start a family. They also offer pension!,"If you are do not enjoy working in a highly competitive environment, this job is not for you.",0.9097,Positive,-0.1618,Negative,0.37395,Positive
215,Johnson & Johnson,Healthcare,Manager,2025-10-08,5.0,The CREDO is the core value of the company. This is a very people friendly company.,"It's a big organization. Inter department and function communication can take some time to reach alignment. Some leaders love to develop new IT solutions for their function while ignoring the end to end data harmonization for Med tech. Data ownership can sometimes be a challenge to define, especially in the HMD Regulatory Affairs side of business. Data quality is not the best.",0.7076,Positive,0.4822,Positive,0.5949,Positive
216,Johnson & Johnson,Healthcare,Product manager,2025-10-06,4.0,"-Depending on team, united vision on project -Opportunitues to move around to different groups/locations -Good benefits (3 weeks PTO plus sick leave) and corp communications -Depending on location, cafeteria and snacks","-Lots of processes and layers of management -Some lifers (20+ years) moving slow and counting down the years -Innovation by acquisition, tough to get attention for your new ideas",0.7003,Positive,0.2732,Positive,0.48675,Positive
217,Johnson & Johnson,Healthcare,Associate director,2025-09-02,3.0,"Strong benefits package, competitive (though not top-tier) pay, and the stability of working for a large global organization. The product pipeline is solid, which provides a sense of security about the company’s long-term outlook.","The culture is heavily political. Advancement is often based more on who you know than the quality of your work. You can put in long hours and strong output but still find your career progression limited if you’re not part of the right circle. Trust between leadership and associates is lacking, and collaboration often gives way to internal competition. At times, it feels like a culture of optics and backstabbing rather than one of genuine teamwork and recognition. Work life balance does not exist.",0.8719,Positive,0.8176,Positive,0.84475,Positive
218,Johnson & Johnson,Healthcare,Senior clinical account specialist,2025-11-03,5.0,"Stable position
Good benefits
Decent hours
Good leadership",Work hours vary highly depending on region with little pay adjustment,0.8625,Positive,-0.0276,Neutral,0.41745000000000004,Positive
219,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-15,4.0,"Encourage creative solutions and recognize success of calculated risk taking and success Generally good culture, with high expectations of productivity and support from other business units and stakeholders Great reward programs for peer recognition and opportunities for growth","Red tape at times when trying to get funding or access, and some funding of technology is dependent based on what business you are supporting",0.9846,Positive,0.4404,Positive,0.7125,Positive
220,Johnson & Johnson,Healthcare,Aplication developer,2025-11-05,5.0,Nice place to work nice pay,Nothing bad I can think of,0.6369,Positive,0.431,Positive,0.53395,Positive
221,Johnson & Johnson,Healthcare,"Senior manager, operations",2025-11-02,5.0,"Benefits, people, opportunities for growth",Location movement can be a challenge,0.7783,Positive,0.0772,Positive,0.42775,Positive
222,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-09,4.0,"Real impact—projects ultimately help patients and providers. Strong benefits and wellness programs; good 401(k). Learning culture with rotations, ERGs, and solid compliance training. Smart teammates across finance, analytics, supply chain, and R&D. Stable resources and clear processes; hybrid flexibility depending on team.",Matrix org and approvals can slow decisions. Pay bands feel rigid; promotions take time. Lots of meetings; cross-time-zone coordination isn’t always efficient. Tech stack modernization is uneven across teams.,0.9716,Positive,0.2263,Positive,0.59895,Positive
223,Johnson & Johnson,Healthcare,Snr analyst,2025-10-27,5.0,"company benefits are incredible, culture of people very very welcoming and talented. everyone always willing to lend a helping hand, minimal politics",not as competitive in salary,0.9329,Positive,-0.1326,Negative,0.40015,Positive
224,Johnson & Johnson,Healthcare,Sales representative,2025-11-03,5.0,"Company car
Market-leading technology 
Expense account","sometimes can be slow to change
Aggressive sales goals",0.0,Neutral,-0.1531,Negative,-0.07655,Negative
225,Johnson & Johnson,Healthcare,Patent manager,2025-10-30,5.0,Good benefits. Self-paced expectations. Free lunch.,Unclear growth trajectory for a niche role. Few portable skills.,0.8316,Positive,0.1531,Positive,0.49235,Positive
226,Johnson & Johnson,Healthcare,Pharmaceutical executive sales representative,2025-11-03,5.0,great company to work for,ran out of time with product,0.6249,Positive,0.0,Neutral,0.31245,Positive
227,Johnson & Johnson,Healthcare,Lead analyst,2025-10-30,4.0,Good established company with lots of resources,things move slow and there is alot of bureaucracy,0.4404,Positive,0.0,Neutral,0.2202,Positive
228,Johnson & Johnson,Healthcare,Manager,2025-10-30,3.0,"Positive experience overall, but will depend highly on what team you're on",Not much to criticize imo,0.3182,Positive,0.2924,Positive,0.3053,Positive
229,Johnson & Johnson,Healthcare,Supply chain manager,2025-09-17,5.0,Great benefits & opportunity to work within multiple groups if willing to branch out. Great programs for leadership training. Real culture of patient first principles and best practices. Leadership works to make long-range objectives clear and relatable to daily work.,"Moving up often requires moving within groups, rather than promotions within existing team. Yearly merit increases have not kept pace with inflation / cost of living last few years.",0.9657,Positive,0.4215,Positive,0.6936,Positive
230,Johnson & Johnson,Healthcare,Senior quality engineer,2025-10-26,5.0,Lots and lots of perks and benefits. Good pay,Cant think of any coms at this time,0.6249,Positive,0.0,Neutral,0.31245,Positive
231,Johnson & Johnson,Healthcare,Frm,2025-10-27,4.0,"-- lots to learn
-- growing portfolio","-- lots of systems getting improved
-- leadership comes from sales",0.1779,Positive,0.4767,Positive,0.32730000000000004,Positive
